time_sec,raw_deg
1783235542.882538,-18.913333333333334
1783235542.892737,-18.913333333333334
1783235542.9026856,-18.913333333333334
1783235542.9128401,-18.913333333333334
1783235542.9225965,-18.913333333333334
1783235542.932641,-18.913333333333334
1783235542.9426813,-18.913333333333334
1783235542.9527946,-18.913333333333334
1783235542.9626105,-18.913333333333334
1783235542.972577,-18.913333333333334
1783235542.982605,-18.913333333333334
1783235542.9926562,-18.913333333333334
1783235543.0027049,-18.913333333333334
1783235543.0127172,-18.913333333333334
1783235543.022604,-18.913333333333334
1783235543.032626,-18.913333333333334
1783235543.0426116,-18.913333333333334
1783235543.0527585,-18.913333333333334
1783235543.0627873,-18.913333333333334
1783235543.073291,-18.913333333333334
1783235543.0826366,-18.913333333333334
1783235543.0927036,-18.913333333333334
1783235543.102583,-18.913333333333334
1783235543.1125736,-18.913333333333334
1783235543.1227276,-18.913333333333334
1783235543.1326566,-18.913333333333334
1783235543.1428666,-18.913333333333334
1783235543.1527853,-18.913333333333334
1783235543.1628416,-18.913333333333334
1783235543.1726267,-18.913333333333334
1783235543.1827517,-18.913333333333334
1783235543.1926777,-18.913333333333334
1783235543.2025826,-18.913333333333334
1783235543.2181792,-18.913333333333334
1783235543.2325718,-18.913333333333334
1783235543.2427106,-18.913333333333334
1783235543.25273,-18.913333333333334
1783235543.2626305,-18.913333333333334
1783235543.2726054,-18.913333333333334
1783235543.2828672,-18.913333333333334
1783235543.292817,-18.913333333333334
1783235543.3026187,-18.913333333333334
1783235543.3126383,-18.913333333333334
1783235543.322559,-18.913333333333334
1783235543.3326519,-18.913333333333334
1783235543.3426604,-18.913333333333334
1783235543.3526452,-18.913333333333334
1783235543.3626485,-18.913333333333334
1783235543.3726683,-18.913333333333334
1783235543.3826478,-18.913333333333334
1783235543.3926706,-18.913333333333334
1783235543.4083474,-18.913333333333334
1783235543.4126408,-18.913333333333334
1783235543.4225726,-18.913333333333334
1783235543.4326138,-18.913333333333334
1783235543.4427085,-18.913333333333334
1783235543.452577,-18.913333333333334
1783235543.4625978,-18.913333333333334
1783235543.4725673,-18.913333333333334
1783235543.4829087,-18.913333333333334
1783235543.4926498,-18.913333333333334
1783235543.5028396,-18.913333333333334
1783235543.5126543,-18.913333333333334
